model_id,datetime,reference_datetime,site_id,family,parameter,variable,prediction
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,5,temperature,20.834021637093215
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,6,temperature,15.41318006057701
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,7,temperature,19.655293126835097
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,8,temperature,18.225746104408223
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,9,temperature,15.67191452707751
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,10,temperature,9.792069687068217
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,11,temperature,17.78837212234741
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,12,temperature,13.431961580762414
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,13,temperature,18.177792549350855
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,14,temperature,13.711145745570755
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,15,temperature,10.998971741298817
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,16,temperature,16.327482660644016
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,17,temperature,15.242442136083744
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,18,temperature,19.884019142280586
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,19,temperature,17.91033958109591
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,20,temperature,19.41916643918374
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,21,temperature,17.252861133306418
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,22,temperature,15.451163714431283
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,23,temperature,19.34904138944649
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,24,temperature,17.560719760948338
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,25,temperature,20.050907711798246
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,26,temperature,23.139946854200268
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,27,temperature,15.077269976713731
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,28,temperature,17.225386003086534
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,29,temperature,13.549260978439746
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,30,temperature,19.106799541791958
wtemp_lm_model,2023-01-11,2023-01-08,BARC,ensemble,31,temperature,16.91343743578308
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,1,temperature,13.682473078145337
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,2,temperature,10.329564602064501
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,3,temperature,17.321734783594927
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,4,temperature,14.375665783945232
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,5,temperature,17.669090594123027
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,6,temperature,16.194748139494195
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,7,temperature,20.755213993763718
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,8,temperature,20.518896992853257
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,9,temperature,19.334001255756917
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,10,temperature,12.457577443893557
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,11,temperature,16.05080488554931
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,12,temperature,17.358280315557664
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,13,temperature,15.484222563855523
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,14,temperature,13.52115925079149
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,15,temperature,9.501306935395391
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,16,temperature,12.017950224661975
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,17,temperature,14.729014666725464
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,18,temperature,15.188398556736606
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,19,temperature,14.516316259426878
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,20,temperature,18.239055464685293
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,21,temperature,16.756127368501765
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,22,temperature,17.551419546968106
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,23,temperature,17.009859828023778
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,24,temperature,21.141934126978263
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,25,temperature,20.05956516967708
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,26,temperature,22.46680885692522
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,27,temperature,16.975233587324496
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,28,temperature,19.74715518249088
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,29,temperature,12.388495526265006
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,30,temperature,17.86370206017896
wtemp_lm_model,2023-01-12,2023-01-08,BARC,ensemble,31,temperature,18.842215635687694
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,1,temperature,13.505591267119174
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,2,temperature,12.992738328354294
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,3,temperature,19.020235735451948
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,4,temperature,16.975463399561868
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,5,temperature,14.82724862574336
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,6,temperature,17.836970228914247
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,7,temperature,19.356826278986723
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,8,temperature,24.071056269531546
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,9,temperature,21.675748455360704
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,10,temperature,15.834600046223057
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,11,temperature,18.816508982450507
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,12,temperature,22.969609305714307
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,13,temperature,14.063587947258268
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,14,temperature,14.87912335210049
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,15,temperature,12.685588886913598
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,16,temperature,15.003243505165978
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,17,temperature,19.538469512305376
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,18,temperature,18.435212777119013
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,19,temperature,15.031056172109414
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,20,temperature,14.65230226465359
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,21,temperature,18.638463746972768
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,22,temperature,16.922401908447753
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,23,temperature,19.482050608036346
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,24,temperature,20.96365728385507
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,25,temperature,19.900842116217717
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,26,temperature,23.380948074854764
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,27,temperature,16.56694162573696
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,28,temperature,19.492659674524518
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,29,temperature,15.981988688320088
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,30,temperature,18.668757667916438
wtemp_lm_model,2023-01-13,2023-01-08,BARC,ensemble,31,temperature,21.298245947353543
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,1,temperature,11.02673593222352
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,2,temperature,14.08584203071092
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,3,temperature,19.75089142675585
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,4,temperature,18.297632449495694
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,5,temperature,11.463233755129412
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,6,temperature,13.844435047824883
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,7,temperature,8.726353139934396
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,8,temperature,20.283975024039897
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,9,temperature,7.496828943589797
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,10,temperature,18.34622337443006
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,11,temperature,19.850118246455466
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,12,temperature,14.804251243335537
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,13,temperature,13.294711608230335
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,14,temperature,15.460618333508423
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,15,temperature,18.9319501327399
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,16,temperature,10.585148127341977
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,17,temperature,14.762405666648947
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,18,temperature,11.299282473270344
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,19,temperature,17.399368230024223
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,20,temperature,10.179333828938358
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,21,temperature,20.326993002218614
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,22,temperature,13.490227959970829
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,23,temperature,11.26477652491402
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,24,temperature,14.904677395648763
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,25,temperature,12.252206097068617
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,26,temperature,19.716672743696265
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,27,temperature,2.9678204347154358
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,28,temperature,9.85342955444029
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,29,temperature,16.19915407098211
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,30,temperature,16.11709494357573
wtemp_lm_model,2023-01-14,2023-01-08,BARC,ensemble,31,temperature,21.093160070417177
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,1,temperature,8.693620157081083
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,2,temperature,8.889888784817296
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,3,temperature,17.16781534451856
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,4,temperature,11.800171710132366
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,5,temperature,10.379844108320945
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,6,temperature,6.80461653061476
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,7,temperature,11.186933015736527
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,8,temperature,13.084294266928245
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,9,temperature,6.52061349045457
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,10,temperature,4.806679210533133
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,11,temperature,13.77580557303853
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,12,temperature,10.747472769458563
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,13,temperature,12.876214546978014
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,14,temperature,15.508837608965282
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,15,temperature,20.31691806964141
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,16,temperature,9.842017940529503
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,17,temperature,11.162572918577549
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,18,temperature,9.5030188570228
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,19,temperature,18.461333271924218
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,20,temperature,11.914292337761035
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,21,temperature,14.151966911191794
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,22,temperature,12.68561761344324
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,23,temperature,12.330318917461833
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,24,temperature,11.590951906035887
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,25,temperature,10.168670002502978
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,26,temperature,14.91551717207839
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,27,temperature,1.875505814220645
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,28,temperature,12.68043786106235
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,29,temperature,17.848443784404715
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,30,temperature,10.550335164199902
wtemp_lm_model,2023-01-15,2023-01-08,BARC,ensemble,31,temperature,17.4392729705501
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,1,temperature,12.584889832568491
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,2,temperature,7.392274250340764
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,3,temperature,14.260128579322283
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,4,temperature,13.609531033092543
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,5,temperature,12.050316944261935
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,6,temperature,7.319378885898628
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,7,temperature,20.096155586842478
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,8,temperature,14.868525058060863
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,9,temperature,14.74289317137154
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,10,temperature,6.004519840061349
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,11,temperature,16.047549810656193
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,12,temperature,13.570504247129657
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,13,temperature,15.796107394171221
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,14,temperature,19.487786936929545
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,15,temperature,22.89885855625277
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,16,temperature,16.13292236371906
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,17,temperature,14.193479439674983
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,18,temperature,12.60078188740358
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,19,temperature,20.47263112141397
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,20,temperature,16.25857130678532
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,21,temperature,11.15973796918091
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,22,temperature,17.25977435221197
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,23,temperature,13.82020870856965
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,24,temperature,18.103437518119932
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,25,temperature,13.257898560460033
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,26,temperature,18.446123472168786
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,27,temperature,9.79056782818901
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,28,temperature,21.400344522315912
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,29,temperature,21.419277998479686
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,30,temperature,12.08596656758066
wtemp_lm_model,2023-01-16,2023-01-08,BARC,ensemble,31,temperature,13.842601936150354
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,1,temperature,19.61534529651471
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,2,temperature,12.09960269213274
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,3,temperature,19.91478525555563
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,4,temperature,18.63209453672281
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,5,temperature,17.07548827816379
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,6,temperature,13.044929944241806
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,7,temperature,22.917093618663948
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,8,temperature,19.762335358012592
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,9,temperature,20.52368624397146
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,10,temperature,10.225967759039078
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,11,temperature,17.694017142538854
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,12,temperature,19.777915909541612
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,13,temperature,20.80736072444865
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,14,temperature,24.34175892645522
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,15,temperature,25.06423563614012
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,16,temperature,16.624996146789016
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,17,temperature,19.030104196097106
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,18,temperature,19.188464577119426
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,19,temperature,23.235199538060996
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,20,temperature,21.167998066428176
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,21,temperature,12.694704173859032
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,22,temperature,21.286977966091044
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,23,temperature,18.470950375434825
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,24,temperature,22.181721390269985
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,25,temperature,23.480946022335118
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,26,temperature,24.067942134174636
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,27,temperature,17.294615144179687
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,28,temperature,23.180148734767435
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,29,temperature,18.43354933151042
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,30,temperature,14.2591509796095
wtemp_lm_model,2023-01-17,2023-01-08,BARC,ensemble,31,temperature,15.893096237668848
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,1,temperature,21.74202774093849
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,2,temperature,15.031624418774422
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,3,temperature,24.721770517288093
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,4,temperature,11.52562239134524
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,5,temperature,16.49096354557979
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,6,temperature,19.57988598645509
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,7,temperature,14.472902393761247
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,8,temperature,23.740925604355965
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,9,temperature,14.85828584564212
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,10,temperature,12.490218860933554
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,11,temperature,20.5029959609777
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,12,temperature,24.245197390086467
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,13,temperature,24.749988048759157
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,14,temperature,19.235061701354034
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,15,temperature,24.641589386758817
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,16,temperature,16.9625750624852
wtemp_lm_model,2023-01-18,2023-01-08,BARC,ensemble,17,temperature,21.160679085291
